c_id,annotator_1,annotator_3,p_label,p_value,p_target,c_testcase,t_case_local,t_function,t_direction,t_id,c_order,c_group,t_gold,annotation_common,annotation_selected
251,hateful,hateful,{IDENTITY_P},இந்தியர்கள்,Indians,நான் முழுமையாகவே இந்தியர்கள் ஐ வெறுக்கின்றேன்.,நான் முழுமையாகவே {IDENTITY_P} ஐ வெறுக்கின்றேன்.,derog_neg_emote_h,,5,2111,1,hateful,hateful,hateful
252,hateful,hateful,{IDENTITY_P},கிறித்துவர்கள்,Christian,நான் முழுமையாகவே கிறித்துவர்கள் ஐ வெறுக்கின்றேன்.,நான் முழுமையாகவே {IDENTITY_P} ஐ வெறுக்கின்றேன்.,derog_neg_emote_h,,5,2742,1,hateful,hateful,hateful
253,hateful,hateful,{IDENTITY_P},இஸ்லாமியர்கள்,Muslim,நான் முழுமையாகவே இஸ்லாமியர்கள் ஐ வெறுக்கின்றேன்.,நான் முழுமையாகவே {IDENTITY_P} ஐ வெறுக்கின்றேன்.,derog_neg_emote_h,,5,2647,1,hateful,hateful,hateful
256,hateful,hateful,{IDENTITY_P},புலம்பெயர்ந்தவர்கள்,Immigrants,நான் முழுமையாகவே புலம்பெயர்ந்தவர்கள் ஐ வெறுக்கின்றேன்.,நான் முழுமையாகவே {IDENTITY_P} ஐ வெறுக்கின்றேன்.,derog_neg_emote_h,,5,1783,1,hateful,hateful,hateful
259,hateful,hateful,{IDENTITY_P},பெண்கள்,Women,நான் முழுமையாகவே பெண்கள் ஐ வெறுக்கின்றேன்.,நான் முழுமையாகவே {IDENTITY_P} ஐ வெறுக்கின்றேன்.,derog_neg_emote_h,,5,688,1,hateful,hateful,hateful
262,hateful,hateful,{IDENTITY_P},மூத்தவர்கள்,seniors,நான் முழுமையாகவே மூத்தவர்கள் ஐ வெறுக்கின்றேன்.,நான் முழுமையாகவே {IDENTITY_P} ஐ வெறுக்கின்றேன்.,derog_neg_emote_h,,5,2337,1,hateful,hateful,hateful
263,hateful,hateful,{IDENTITY_P},சீனர்கள்,Chinese,சீனர்கள் எல்லா ஒரு கேன்சர்,{IDENTITY_P} எல்லா ஒரு கேன்சர்,derog_dehum_h,general,57,873,1,hateful,hateful,hateful
265,hateful,hateful,{IDENTITY_P},இந்தியர்கள்,Indians,இந்தியர்கள் எல்லா ஒரு கேன்சர்,{IDENTITY_P} எல்லா ஒரு கேன்சர்,derog_dehum_h,general,57,2118,1,hateful,hateful,hateful
271,hateful,hateful,{IDENTITY_P},ஓரினச்சேர்க்கையாளர்கள்,Homosexual,ஓரினச்சேர்க்கையாளர்கள் எல்லா ஒரு கேன்சர்,{IDENTITY_P} எல்லா ஒரு கேன்சர்,derog_dehum_h,general,57,2544,1,hateful,hateful,hateful
272,hateful,hateful,{IDENTITY_P},திருநங்கைகள்,Transexual,திருநங்கைகள் எல்லா ஒரு கேன்சர்,{IDENTITY_P} எல்லா ஒரு கேன்சர்,derog_dehum_h,general,57,2110,1,hateful,hateful,hateful
275,hateful,hateful,{IDENTITY_P},மனநலம் பாதிக்கப்பட்ட நபர்கள்,mentally ill,மனநலம் பாதிக்கப்பட்ட நபர்கள் எல்லா ஒரு கேன்சர்,{IDENTITY_P} எல்லா ஒரு கேன்சர்,derog_dehum_h,general,57,381,1,hateful,hateful,hateful
276,hateful,hateful,{IDENTITY_P},மூத்தவர்கள்,seniors,மூத்தவர்கள் எல்லா ஒரு கேன்சர்,{IDENTITY_P} எல்லா ஒரு கேன்சர்,derog_dehum_h,general,57,1135,1,hateful,hateful,hateful
278,hateful,hateful,{IDENTITY_A},மனவளர்ச்சி குன்றியவர்,mentally ill,நீ எனக்கு ஒரு சாதாரண மனவளர்ச்சி குன்றியவர் குப்பையாவே இருக்கே.,நீ எனக்கு ஒரு சாதாரண {IDENTITY_A} குப்பையாவே இருக்கே.,profanity_h,general,246,186,1,hateful,hateful,hateful
282,hateful,non-hateful,{IDENTITY_P},இந்தியர்கள்,Indians,"உங்களைப் போல் இந்தியர்கள் என்னால் தாங்க முடியல, டா.","உங்களைப் போல் {IDENTITY_P} என்னால் தாங்க முடியல, டா.",derog_neg_emote_h,directed,2,937,1,hateful,"hateful', 'non-hateful",undecided
285,hateful,non-hateful,{IDENTITY_P},இந்துவர்கள்,Hindu,"உங்களைப் போல் இந்துவர்கள் என்னால் தாங்க முடியல, டா.","உங்களைப் போல் {IDENTITY_P} என்னால் தாங்க முடியல, டா.",derog_neg_emote_h,directed,2,971,1,hateful,"hateful', 'non-hateful",undecided
290,hateful,non-hateful,{IDENTITY_P},பெண்கள்,Women,"உங்களைப் போல் பெண்கள் என்னால் தாங்க முடியல, டா.","உங்களைப் போல் {IDENTITY_P} என்னால் தாங்க முடியல, டா.",derog_neg_emote_h,directed,2,2351,1,hateful,"hateful', 'non-hateful",undecided
294,hateful,hateful,{IDENTITY_P},சீனர்கள்,Chinese,இந்த சீனர்கள் ஒருதடவையாவது முழுமையாக வாய் மூடிட்டு இருக்க வேண்டும்.,இந்த {IDENTITY_P} ஒருதடவையாவது முழுமையாக வாய் மூடிட்டு இருக்க வேண்டும்.,profanity_h,,247,2148,1,hateful,hateful,hateful
298,hateful,hateful,{IDENTITY_P},இஸ்லாமியர்கள்,Muslim,இந்த இஸ்லாமியர்கள் ஒருதடவையாவது முழுமையாக வாய் மூடிட்டு இருக்க வேண்டும்.,இந்த {IDENTITY_P} ஒருதடவையாவது முழுமையாக வாய் மூடிட்டு இருக்க வேண்டும்.,profanity_h,,247,2438,1,hateful,hateful,hateful
303,hateful,hateful,{IDENTITY_P},திருநங்கைகள்,Transexual,இந்த திருநங்கைகள் ஒருதடவையாவது முழுமையாக வாய் மூடிட்டு இருக்க வேண்டும்.,இந்த {IDENTITY_P} ஒருதடவையாவது முழுமையாக வாய் மூடிட்டு இருக்க வேண்டும்.,profanity_h,,247,414,1,hateful,hateful,hateful
304,hateful,hateful,{IDENTITY_P},பெண்கள்,Women,இந்த பெண்கள் ஒருதடவையாவது முழுமையாக வாய் மூடிட்டு இருக்க வேண்டும்.,இந்த {IDENTITY_P} ஒருதடவையாவது முழுமையாக வாய் மூடிட்டு இருக்க வேண்டும்.,profanity_h,,247,1041,1,hateful,hateful,hateful
311,hateful,hateful,{IDENTITY_P},கிறித்துவர்கள்,Christian,கிறித்துவர்கள் இத்தகைய மரபுப் போற்றிய நாட்டில் இடமே இல்லை.,{IDENTITY_P} இத்தகைய மரபுப் போற்றிய நாட்டில் இடமே இல்லை.,derog_impl_h,general,80,410,1,hateful,hateful,hateful
312,hateful,hateful,{IDENTITY_P},இஸ்லாமியர்கள்,Muslim,இஸ்லாமியர்கள் இத்தகைய மரபுப் போற்றிய நாட்டில் இடமே இல்லை.,{IDENTITY_P} இத்தகைய மரபுப் போற்றிய நாட்டில் இடமே இல்லை.,derog_impl_h,general,80,322,1,hateful,hateful,hateful
314,hateful,hateful,{IDENTITY_P},பௌத்தர்கள்,Buddhist,பௌத்தர்கள் இத்தகைய மரபுப் போற்றிய நாட்டில் இடமே இல்லை.,{IDENTITY_P} இத்தகைய மரபுப் போற்றிய நாட்டில் இடமே இல்லை.,derog_impl_h,general,80,2310,1,hateful,hateful,hateful
315,hateful,hateful,{IDENTITY_P},புலம்பெயர்ந்தவர்கள்,Immigrants,புலம்பெயர்ந்தவர்கள் இத்தகைய மரபுப் போற்றிய நாட்டில் இடமே இல்லை.,{IDENTITY_P} இத்தகைய மரபுப் போற்றிய நாட்டில் இடமே இல்லை.,derog_impl_h,general,80,172,1,hateful,hateful,hateful
319,hateful,hateful,{IDENTITY_P},உடல் ஊனமுற்றவர்கள்,physically disabled,உடல் ஊனமுற்றவர்கள் இத்தகைய மரபுப் போற்றிய நாட்டில் இடமே இல்லை.,{IDENTITY_P} இத்தகைய மரபுப் போற்றிய நாட்டில் இடமே இல்லை.,derog_impl_h,general,80,1920,1,hateful,hateful,hateful
323,hateful,hateful,{IDENTITY_P},மலாய்கார்ர்கள்,Malay,இந்த மலாய்கார்ர்கள் பாத்து நான் ரொம்ப வெறுப்புக்குறேன் டா.,இந்த {IDENTITY_P} பாத்து நான் ரொம்ப வெறுப்புக்குறேன் டா.,derog_neg_emote_h,,7,2028,1,hateful,hateful,hateful
